nhl_id,name,pos,team
8477527,Ross Johnston,L,ANA
8473986,Alex Killorn,L,ANA
8475184,Chris Kreider,L,ANA
8482745,Mason McTavish,C,ANA
8481754,Nikita Nesterenko,C,ANA
8484216,Coulson Pitre,R,ANA
8480068,Ryan Poehling,C,ANA
8484762,Beckett Sennecke,R,ANA
8476458,Ryan Strome,C,ANA
8478873,Troy Terry,R,ANA
8478366,Frank Vatrano,R,ANA
8485512,Tim Washe,C,ANA
8475462,Radko Gudas,D,ANA
8481563,Drew Helleson,D,ANA
8482731,Tyson Hinds,D,ANA
8481605,Jackson LaCombe,D,ANA
8483482,Tristan Luneau,D,ANA
8483490,Pavel Mintyukov,D,ANA
8482178,Ian Moore,D,ANA
8484859,Stian Solberg,D,ANA
8476885,Jacob Trouba,D,ANA
8482803,Olen Zellweger,D,ANA
8480843,Lukas Dostal,G,ANA
8478024,Ville Husso,G,ANA
8475852,Petr Mrazek,G,ANA
8484145,Zach Benson,L,BUF
8479941,Justin Danforth,R,BUF
8482659,Josh Doan,R,BUF
8482623,Josh Dunne,C,BUF
8477419,Mason Geertsen,L,BUF
8478413,Jordan Greenway,L,BUF
8482896,Tyson Kozak,C,BUF
8481522,Peyton Krebs,C,BUF
8483468,Jiri Kulich,C,BUF
8479359,Beck Malenstyn,L,BUF
8480802,Ryan McLeod,C,BUF
8480292,Carson Meyer,R,BUF
8480064,Josh Norris,C,BUF
8483500,Noah Ostlund,C,BUF
8482097,Jack Quinn,R,BUF
8479420,Tage Thompson,C,BUF
8477949,Alex Tuch,R,BUF
8475722,Jason Zucker,L,BUF
8480196,Jacob Bryson,D,BUF
8481524,Bowen Byram,D,BUF
8480839,Rasmus Dahlin,D,BUF
8481564,Ryan Johnson,D,BUF
8480891,Michael Kesselring,D,BUF
8483732,Vsevolod Komarov,D,BUF
8485404,Radim Mrtka,D,BUF
8482671,Owen Power,D,BUF
8480807,Mattias Samuelsson,D,BUF
8479982,Conor Timmins,D,BUF
8480382,Alexandar Georgiev,G,BUF
8480045,Ukko-Pekka Luukkonen,G,BUF
8479312,Alex Lyon,G,BUF
8482665,Matty Beniers,C,SEA
8484800,Berkly Catton,C,SEA
8474586,Jordan Eberle,R,SEA
8484168,Oscar Fisker Molgaard,C,SEA
8477919,Frederick Gaudreau,C,SEA
8477401,John Hayden,C,SEA
8481554,Kaapo Kakko,R,SEA
8481789,Tye Kartye,L,SEA
8478975,Mason Marchment,L,SEA
8477955,Jared McCann,L,SEA
8483497,Jani Nyman,R,SEA
8475768,Jaden Schwartz,L,SEA
8476905,Chandler Stephenson,C,SEA
8480009,Eeli Tolvanen,R,SEA
8482751,Ryan Winterton,C,SEA
8483524,Shane Wright,C,SEA
8478407,Vince Dunn,D,SEA
8482858,Ryker Evans,D,SEA
8479985,Cale Fleury,D,SEA
8476457,Adam Larsson,D,SEA
8479324,Ryan Lindgren,D,SEA
8479372,Joshua Mahura,D,SEA
8477986,Brandon Montour,D,SEA
8476467,Jamie Oleksiak,D,SEA
8482866,Ville Ottavainen,D,SEA
8478916,Joey Daccord,G,SEA
8475831,Philipp Grubauer,G,SEA
8476899,Matt Murray,G,SEA
8478042,Viktor Arvidsson,L,BOS
8481556,John Beecher,C,BOS
8481712,Matěj  Blümel,R,BOS
8477887,Patrick Brown,C,BOS
8482213,Riley Duran,C,BOS
8479591,Michael Eyssimont,C,BOS
8479987,Morgan Geekie,C,BOS
8482739,Brett Harrison,C,BOS
8479661,Tanner Jeannot,L,BOS
8480355,Mark Kastelic,C,BOS
8482177,Marat Khusnutdinov,C,BOS
8476374,Sean Kuraly,C,BOS
8477496,Elias Lindholm,C,BOS
8482763,Fabian Lysell,R,BOS
8483567,Georgii Merkulov,C,BOS
8483489,Fraser Minten,C,BOS
8479999,Casey Mittelstadt,C,BOS
8477956,David Pastrnak,R,BOS
8483505,Matthew Poitras,C,BOS
8482634,Alex Steeves,C,BOS
8479705,Jeffrey Viel,L,BOS
8479362,Riley Tufte,L,BOS
8478401,Pavel Zacha,C,BOS
8481219,Jonathan Aspirot,D,BOS
8483017,Frederic Brunet,D,BOS
8480828,Michael Callahan,D,BOS
8480887,Jordan Harris,D,BOS
8480035,Henri Jokiharju,D,BOS
8476854,Hampus Lindholm,D,BOS
8482511,Mason Lohrei,D,BOS
8479325,Charlie McAvoy,D,BOS
8479369,Andrew Peeke,D,BOS
8481599,Victor Soderstrom,D,BOS
8477507,Nikita Zadorov,D,BOS
8480022,Michael DiPietro,G,BOS
8476914,Joonas Korpisalo,G,BOS
8480280,Jeremy Swayman,G,BOS
8485538,Simon Zajicek,G,BOS
8479022,Rodrigo Abols,C,PHI
8481553,Bobby Brink,R,PHI
8480220,Noah Cates,L,PHI
8476461,Sean Couturier,C,PHI
8475235,Nicolas Deslauriers,L,PHI
8485483,Karsen Dorwart,L,PHI
8477989,Christian Dvorak,C,PHI
8482159,Tyson Foerster,R,PHI
8483733,Nikita Grebenkin,R,PHI
8477903,Garnet Hathaway,R,PHI
8478439,Travis Konecny,R,PHI
8484779,Jett Luchanko,C,PHI
8484387,Matvei Michkov,R,PHI
8478967,Lane Pederson,C,PHI
8480015,Owen Tippett,R,PHI
8481533,Trevor Zegras,C,PHI
8484148,Oliver Bonk,D,PHI
8482142,Jamie Drysdale,D,PHI
8475176,Ryan Ellis,D,PHI
8478502,Dennis Gilbert,D,PHI
8480874,Adam Ginning,D,PHI
8478454,Noah Juulsen,D,PHI
8477499,Rasmus Ristolainen,D,PHI
8482890,Ethan Samson,D,PHI
8477948,Travis Sanheim,D,PHI
8476372,Nick Seeler,D,PHI
8481546,Cam York,D,PHI
8481178,Egor Zamula,D,PHI
8481035,Samuel Ersson,G,PHI
8478435,Dan Vladar,G,PHI
8478047,Michael Bunting,L,NSH
8476887,Filip Forsberg,L,NSH
8475287,Erik Haula,L,NSH
8479370,Tyson Jost,C,NSH
8483465,Joakim Kemell,R,NSH
8482742,Zachary L'Heureux,L,NSH
8476539,Jonathan Marchessault,C,NSH
8485405,Brady Martin,C,NSH
8477446,Michael McCarron,R,NSH
8475158,Ryan O'Reilly,C,NSH
8482062,Cole Smith,L,NSH
8474564,Steven Stamkos,C,NSH
8482768,Fedor Svechkov,C,NSH
8482103,Ozzy Wiesblatt,R,NSH
8484241,Matthew Wood,R,NSH
8482111,Justin Barron,D,NSH
8483565,Nick Blankenburg,D,NSH
8479980,Nicolas Hague,D,NSH
8474600,Roman Josi,D,NSH
8484196,Tanner Molendyk,D,NSH
8480246,Nick Perbix,D,NSH
8476869,Brady Skjei,D,NSH
8481056,Spencer Stastney,D,NSH
8482482,Adam Wilsby,D,NSH
8481020,Justus Annunen,G,NSH
8477424,Juuse Saros,G,NSH
8479315,Joey Anderson,R,CHI
8484144,Connor Bedard,C,CHI
8477479,Tyler Bertuzzi,L,CHI
8477444,Andre Burakovsky,L,CHI
8482703,Colton Dach,C,CHI
8477450,Jason Dickinson,C,CHI
8477987,Ryan Donato,C,CHI
8473422,Nick Foligno,L,CHI
8483450,Ryan Greene,C,CHI
8478043,Sam Lafferty,C,CHI
8481624,Ilya Mikheyev,R,CHI
8484197,Oliver Moore,C,CHI
8483493,Frank Nazar,C,CHI
8482117,Lukas Reichel,L,CHI
8482172,Landon Slaggert,L,CHI
8476882,Teuvo Teravainen,C,CHI
8482700,Nolan Allan,D,CHI
8481806,Louis Crevier,D,CHI
8482807,Ethan Del Mastro,D,CHI
8482176,Wyatt Kaiser,D,CHI
8484783,Artyom Levshunov,D,CHI
8476473,Connor Murphy,D,CHI
8483506,Sam Rinzel,D,CHI
8481568,Alex Vlasic,D,CHI
8481519,Spencer Knight,G,CHI
8482821,Arvid Soderblom,G,CHI
8481585,Egor Afanasyev,L,SJS
8482206,Ethan Cardwell,R,SJS
8484801,Macklin Celebrini,C,SJS
8480848,Ty Dellandrea,C,SJS
8482667,William Eklund,L,SJS
8478874,Adam Gaudette,R,SJS
8476624,Barclay Goodrow,R,SJS
8484911,Collin Graf,R,SJS
8479336,Carl Grundstrom,R,SJS
8480798,Philipp Kurashev,C,SJS
8483481,Cam Lund,C,SJS
8485402,Michael Misa,C,SJS
8484200,Quentin Musty,L,SJS
8482712,Oskar Olausson,R,SJS
8482859,Zack Ostapchuk,C,SJS
8471817,Ryan Reaves,R,SJS
8483630,Pavol Regenda,L,SJS
8475784,Jeff Skinner,L,SJS
8484227,Will Smith,C,SJS
8475726,Tyler Toffoli,C,SJS
8477505,Alexander Wennberg,C,SJS
8478400,Colin White,C,SJS
8484152,Luca Cagnoni,D,SJS
8479523,Lucas Carlsson,D,SJS
8479576,Vincent Desharnais,D,SJS
8484806,Sam Dickinson,D,SJS
8479983,Mario Ferraro,D,SJS
8475906,John Klingberg,D,SJS
8475181,Nick Leddy,D,SJS
8480043,Timothy Liljegren,D,SJS
8482166,Shakir Mukhamadullin,D,SJS
8475200,Dmitry Orlov,D,SJS
8482144,Jack Thompson,D,SJS
8482137,Yaroslav Askarov,G,SJS
8477968,Alex Nedeljkovic,G,SJS
