nhl_id,ff_id,playerFullName,teamAbbrevs,positionCode,gamesPlayed,playerType,freeAgent,fantasy_points_total,fantasy_points_per_game,hits,blockedShots,realtimeTOI
8481601,,Simon Holmstrom,NYI,R,10,Skater,0,29.9,2.99,3,12,837.2
8474151,,Ryan McDonagh,TBL,D,11,Skater,0,29.75,2.705,7,18,1271.81
8475660,,Cam Talbot,DET,G,6,Goalie,0,29.75,4.958,0,0,0
8473604,,Jonathan Toews,WPG,C,11,Skater,0,29.7,2.7,1,8,978.63
8478498,,Jake DeBrusk,VAN,L,12,Skater,0,29.65,2.471,8,7,1070.83
8475279,,Ben Chiarot,DET,D,11,Skater,0,29.6,2.691,22,20,1288.72
8474600,,Roman Josi,NSH,D,8,Skater,0,29.55,3.694,4,15,1445.12
8476441,,Joel Edmundson,LAK,D,12,Skater,0,29.5,2.458,15,10,1032.75
8481033,,Akira Schmid,VGK,G,6,Goalie,0,29.5,4.917,0,0,0
8482665,,Matty Beniers,SEA,C,10,Skater,0,29.499999999999996,2.95,6,8,1191.5
8475754,,Brock Nelson,COL,C,12,Skater,0,29.450000000000003,2.454,9,10,1154.91
8476892,,Colton Parayko,STL,D,11,Skater,0,29.400000000000002,2.673,11,18,1385.54
